Ref_Date,GEO,CLS,CAPACITY,Vector,Coordinate,Value
2008,Alberta,Total all classes of electricity producer,Combustion turbine,v53517911,10.1.9,2471680.0
2009,Alberta,Total all classes of electricity producer,Combustion turbine,v53517911,10.1.9,3324880.0
2010,Alberta,Total all classes of electricity producer,Combustion turbine,v53517911,10.1.9,3620980.0
2011,Alberta,Total all classes of electricity producer,Combustion turbine,v53517911,10.1.9,3543120.0
2012,Alberta,Total all classes of electricity producer,Combustion turbine,v53517911,10.1.9,..
2013,Alberta,Total all classes of electricity producer,Combustion turbine,v53517911,10.1.9,2833405.0
2014,Alberta,Total all classes of electricity producer,Combustion turbine,v53517911,10.1.9,3003405.0
2015,Alberta,Total all classes of electricity producer,Combustion turbine,v53517911,10.1.9,3786250.0
2006,Alberta,Total all classes of electricity producer,Internal combustion turbine,v53517906,10.1.10,108656.0
2007,Alberta,Total all classes of electricity producer,Internal combustion turbine,v53517906,10.1.10,273286.0
2008,Alberta,Total all classes of electricity producer,Internal combustion turbine,v53517906,10.1.10,274716.0
2009,Alberta,Total all classes of electricity producer,Internal combustion turbine,v53517906,10.1.10,285928.0
2010,Alberta,Total all classes of electricity producer,Internal combustion turbine,v53517906,10.1.10,281038.0
2011,Alberta,Total all classes of electricity producer,Internal combustion turbine,v53517906,10.1.10,286781.0
2012,Alberta,Total all classes of electricity producer,Internal combustion turbine,v53517906,10.1.10,..
2013,Alberta,Total all classes of electricity producer,Internal combustion turbine,v53517906,10.1.10,389225.0
2014,Alberta,Total all classes of electricity producer,Internal combustion turbine,v53517906,10.1.10,387970.0
2015,Alberta,Total all classes of electricity producer,Internal combustion turbine,v53517906,10.1.10,397352.0
2006,Alberta,"Electricity producer, public electric utilities",Total installed capacity,v53517912,10.2.1,465525.0
2007,Alberta,"Electricity producer, public electric utilities",Total installed capacity,v53517912,10.2.1,1553800.0
2008,Alberta,"Electricity producer, public electric utilities",Total installed capacity,v53517912,10.2.1,1589300.0
2009,Alberta,"Electricity producer, public electric utilities",Total installed capacity,v53517912,10.2.1,1800600.0
2010,Alberta,"Electricity producer, public electric utilities",Total installed capacity,v53517912,10.2.1,1905600.0
2011,Alberta,"Electricity producer, public electric utilities",Total installed capacity,v53517912,10.2.1,1917600.0
2012,Alberta,"Electricity producer, public electric utilities",Total installed capacity,v53517912,10.2.1,..
2013,Alberta,"Electricity producer, public electric utilities",Total installed capacity,v53517912,10.2.1,1935300.0
2014,Alberta,"Electricity producer, public electric utilities",Total installed capacity,v53517912,10.2.1,1956300.0
2015,Alberta,"Electricity producer, public electric utilities",Total installed capacity,v53517912,10.2.1,2844400.0
2006,Alberta,"Electricity producer, public electric utilities",Hydraulic turbine,v53517914,10.2.2,13400.0
2007,Alberta,"Electricity producer, public electric utilities",Hydraulic turbine,v53517914,10.2.2,12500.0
2008,Alberta,"Electricity producer, public electric utilities",Hydraulic turbine,v53517914,10.2.2,12500.0
2009,Alberta,"Electricity producer, public electric utilities",Hydraulic turbine,v53517914,10.2.2,12500.0
2010,Alberta,"Electricity producer, public electric utilities",Hydraulic turbine,v53517914,10.2.2,12500.0
2011,Alberta,"Electricity producer, public electric utilities",Hydraulic turbine,v53517914,10.2.2,12500.0
2012,Alberta,"Electricity producer, public electric utilities",Hydraulic turbine,v53517914,10.2.2,..
2013,Alberta,"Electricity producer, public electric utilities",Hydraulic turbine,v53517914,10.2.2,22000.0
2014,Alberta,"Electricity producer, public electric utilities",Hydraulic turbine,v53517914,10.2.2,22000.0
2015,Alberta,"Electricity producer, public electric utilities",Hydraulic turbine,v53517914,10.2.2,22000.0
2006,Alberta,"Electricity producer, public electric utilities",Wind power turbine,v53517915,10.2.3,12500.0
2007,Alberta,"Electricity producer, public electric utilities",Wind power turbine,v53517915,10.2.3,900.0
2008,Alberta,"Electricity producer, public electric utilities",Wind power turbine,v53517915,10.2.3,900.0
2009,Alberta,"Electricity producer, public electric utilities",Wind power turbine,v53517915,10.2.3,900.0
2010,Alberta,"Electricity producer, public electric utilities",Wind power turbine,v53517915,10.2.3,900.0
2011,Alberta,"Electricity producer, public electric utilities",Wind power turbine,v53517915,10.2.3,900.0
2012,Alberta,"Electricity producer, public electric utilities",Wind power turbine,v53517915,10.2.3,..
2013,Alberta,"Electricity producer, public electric utilities",Wind power turbine,v53517915,10.2.3,900.0
2014,Alberta,"Electricity producer, public electric utilities",Wind power turbine,v53517915,10.2.3,900.0
2015,Alberta,"Electricity producer, public electric utilities",Wind power turbine,v53517915,10.2.3,900.0
2010,Alberta,"Electricity producer, public electric utilities",Solar power turbine,v105775415,10.2.5,..
2011,Alberta,"Electricity producer, public electric utilities",Solar power turbine,v105775415,10.2.5,..
2012,Alberta,"Electricity producer, public electric utilities",Solar power turbine,v105775415,10.2.5,..
2013,Alberta,"Electricity producer, public electric utilities",Solar power turbine,v105775415,10.2.5,..
2014,Alberta,"Electricity producer, public electric utilities",Solar power turbine,v105775415,10.2.5,1000.0
2015,Alberta,"Electricity producer, public electric utilities",Solar power turbine,v105775415,10.2.5,1000.0
2006,Alberta,"Electricity producer, public electric utilities",Total thermal,v53517916,10.2.6,439625.0
2007,Alberta,"Electricity producer, public electric utilities",Total thermal,v53517916,10.2.6,1540400.0
2008,Alberta,"Electricity producer, public electric utilities",Total thermal,v53517916,10.2.6,1575900.0
2009,Alberta,"Electricity producer, public electric utilities",Total thermal,v53517916,10.2.6,1787200.0
2010,Alberta,"Electricity producer, public electric utilities",Total thermal,v53517916,10.2.6,1892200.0
2011,Alberta,"Electricity producer, public electric utilities",Total thermal,v53517916,10.2.6,1904200.0
2012,Alberta,"Electricity producer, public electric utilities",Total thermal,v53517916,10.2.6,..
2013,Alberta,"Electricity producer, public electric utilities",Total thermal,v53517916,10.2.6,1912400.0
2014,Alberta,"Electricity producer, public electric utilities",Total thermal,v53517916,10.2.6,1932400.0
2015,Alberta,"Electricity producer, public electric utilities",Total thermal,v53517916,10.2.6,2820500.0
2006,Alberta,"Electricity producer, public electric utilities",Conventional steam turbine,v53517917,10.2.7,287000.0
2007,Alberta,"Electricity producer, public electric utilities",Conventional steam turbine,v53517917,10.2.7,1393500.0
2008,Alberta,"Electricity producer, public electric utilities",Conventional steam turbine,v53517917,10.2.7,1381000.0
2009,Alberta,"Electricity producer, public electric utilities",Conventional steam turbine,v53517917,10.2.7,1381000.0
2010,Alberta,"Electricity producer, public electric utilities",Conventional steam turbine,v53517917,10.2.7,1401000.0
2011,Alberta,"Electricity producer, public electric utilities",Conventional steam turbine,v53517917,10.2.7,1427000.0
2012,Alberta,"Electricity producer, public electric utilities",Conventional steam turbine,v53517917,10.2.7,..
2013,Alberta,"Electricity producer, public electric utilities",Conventional steam turbine,v53517917,10.2.7,1433400.0
2014,Alberta,"Electricity producer, public electric utilities",Conventional steam turbine,v53517917,10.2.7,1453400.0
2015,Alberta,"Electricity producer, public electric utilities",Conventional steam turbine,v53517917,10.2.7,1468400.0
2006,Alberta,"Electricity producer, public electric utilities",Combustion turbine,v53517918,10.2.9,142100.0
2007,Alberta,"Electricity producer, public electric utilities",Combustion turbine,v53517918,10.2.9,142100.0
2008,Alberta,"Electricity producer, public electric utilities",Combustion turbine,v53517918,10.2.9,190100.0
2009,Alberta,"Electricity producer, public electric utilities",Combustion turbine,v53517918,10.2.9,401400.0
2010,Alberta,"Electricity producer, public electric utilities",Combustion turbine,v53517918,10.2.9,486400.0
2011,Alberta,"Electricity producer, public electric utilities",Combustion turbine,v53517918,10.2.9,472400.0
2012,Alberta,"Electricity producer, public electric utilities",Combustion turbine,v53517918,10.2.9,..
2013,Alberta,"Electricity producer, public electric utilities",Combustion turbine,v53517918,10.2.9,474200.0
2014,Alberta,"Electricity producer, public electric utilities",Combustion turbine,v53517918,10.2.9,474200.0
2015,Alberta,"Electricity producer, public electric utilities",Combustion turbine,v53517918,10.2.9,1347300.0
2006,Alberta,"Electricity producer, public electric utilities",Internal combustion turbine,v53517913,10.2.10,10525.0
2007,Alberta,"Electricity producer, public electric utilities",Internal combustion turbine,v53517913,10.2.10,4800.0
2008,Alberta,"Electricity producer, public electric utilities",Internal combustion turbine,v53517913,10.2.10,4800.0
2009,Alberta,"Electricity producer, public electric utilities",Internal combustion turbine,v53517913,10.2.10,4800.0
2010,Alberta,"Electricity producer, public electric utilities",Internal combustion turbine,v53517913,10.2.10,4800.0
2011,Alberta,"Electricity producer, public electric utilities",Internal combustion turbine,v53517913,10.2.10,4800.0
2012,Alberta,"Electricity producer, public electric utilities",Internal combustion turbine,v53517913,10.2.10,..
2013,Alberta,"Electricity producer, public electric utilities",Internal combustion turbine,v53517913,10.2.10,4800.0
2014,Alberta,"Electricity producer, public electric utilities",Internal combustion turbine,v53517913,10.2.10,4800.0
2015,Alberta,"Electricity producer, public electric utilities",Internal combustion turbine,v53517913,10.2.10,4800.0
2006,Alberta,"Electricity producer, private electric utilities",Total installed capacity,v53517919,10.3.1,9076284.0
2007,Alberta,"Electricity producer, private electric utilities",Total installed capacity,v53517919,10.3.1,8374449.0
2008,Alberta,"Electricity producer, private electric utilities",Total installed capacity,v53517919,10.3.1,8359284.0
2009,Alberta,"Electricity producer, private electric utilities",Total installed capacity,v53517919,10.3.1,9139948.0
2010,Alberta,"Electricity producer, private electric utilities",Total installed capacity,v53517919,10.3.1,9497868.0
2011,Alberta,"Electricity producer, private electric utilities",Total installed capacity,v53517919,10.3.1,9171749.0
2012,Alberta,"Electricity producer, private electric utilities",Total installed capacity,v53517919,10.3.1,..
2013,Alberta,"Electricity producer, private electric utilities",Total installed capacity,v53517919,10.3.1,8892760.0
2014,Alberta,"Electricity producer, private electric utilities",Total installed capacity,v53517919,10.3.1,9093505.0
2015,Alberta,"Electricity producer, private electric utilities",Total installed capacity,v53517919,10.3.1,8642951.0
2006,Alberta,"Electricity producer, private electric utilities",Hydraulic turbine,v53517921,10.3.2,871828.0
2007,Alberta,"Electricity producer, private electric utilities",Hydraulic turbine,v53517921,10.3.2,856828.0
2008,Alberta,"Electricity producer, private electric utilities",Hydraulic turbine,v53517921,10.3.2,870378.0
2009,Alberta,"Electricity producer, private electric utilities",Hydraulic turbine,v53517921,10.3.2,870410.0
2010,Alberta,"Electricity producer, private electric utilities",Hydraulic turbine,v53517921,10.3.2,870410.0
2011,Alberta,"Electricity producer, private electric utilities",Hydraulic turbine,v53517921,10.3.2,931041.0
2012,Alberta,"Electricity producer, private electric utilities",Hydraulic turbine,v53517921,10.3.2,..
2013,Alberta,"Electricity producer, private electric utilities",Hydraulic turbine,v53517921,10.3.2,919952.0
2014,Alberta,"Electricity producer, private electric utilities",Hydraulic turbine,v53517921,10.3.2,919952.0
2015,Alberta,"Electricity producer, private electric utilities",Hydraulic turbine,v53517921,10.3.2,919952.0
2006,Alberta,"Electricity producer, private electric utilities",Wind power turbine,v53517922,10.3.3,383960.0
2007,Alberta,"Electricity producer, private electric utilities",Wind power turbine,v53517922,10.3.3,463960.0
2008,Alberta,"Electricity producer, private electric utilities",Wind power turbine,v53517922,10.3.3,460020.0
2009,Alberta,"Electricity producer, private electric utilities",Wind power turbine,v53517922,10.3.3,525270.0
2010,Alberta,"Electricity producer, private electric utilities",Wind power turbine,v53517922,10.3.3,741870.0
2011,Alberta,"Electricity producer, private electric utilities",Wind power turbine,v53517922,10.3.3,678120.0
2012,Alberta,"Electricity producer, private electric utilities",Wind power turbine,v53517922,10.3.3,..
2013,Alberta,"Electricity producer, private electric utilities",Wind power turbine,v53517922,10.3.3,1037845.0
2014,Alberta,"Electricity producer, private electric utilities",Wind power turbine,v53517922,10.3.3,1037845.0
2015,Alberta,"Electricity producer, private electric utilities",Wind power turbine,v53517922,10.3.3,1037845.0
2006,Alberta,"Electricity producer, private electric utilities",Total thermal,v53517923,10.3.6,7820496.0
2007,Alberta,"Electricity producer, private electric utilities",Total thermal,v53517923,10.3.6,7053661.0
2008,Alberta,"Electricity producer, private electric utilities",Total thermal,v53517923,10.3.6,7028886.0
2009,Alberta,"Electricity producer, private electric utilities",Total thermal,v53517923,10.3.6,7744268.0
2010,Alberta,"Electricity producer, private electric utilities",Total thermal,v53517923,10.3.6,7885588.0
2011,Alberta,"Electricity producer, private electric utilities",Total thermal,v53517923,10.3.6,7562588.0
2012,Alberta,"Electricity producer, private electric utilities",Total thermal,v53517923,10.3.6,..
2013,Alberta,"Electricity producer, private electric utilities",Total thermal,v53517923,10.3.6,6934963.0
2014,Alberta,"Electricity producer, private electric utilities",Total thermal,v53517923,10.3.6,7135708.0
2015,Alberta,"Electricity producer, private electric utilities",Total thermal,v53517923,10.3.6,6685154.0
2006,Alberta,"Electricity producer, private electric utilities",Conventional steam turbine,v53517924,10.3.7,5477225.0
2007,Alberta,"Electricity producer, private electric utilities",Conventional steam turbine,v53517924,10.3.7,5602925.0
2008,Alberta,"Electricity producer, private electric utilities",Conventional steam turbine,v53517924,10.3.7,5703325.0
2009,Alberta,"Electricity producer, private electric utilities",Conventional steam turbine,v53517924,10.3.7,5763325.0
2010,Alberta,"Electricity producer, private electric utilities",Conventional steam turbine,v53517924,10.3.7,5791325.0
2011,Alberta,"Electricity producer, private electric utilities",Conventional steam turbine,v53517924,10.3.7,5526325.0
2012,Alberta,"Electricity producer, private electric utilities",Conventional steam turbine,v53517924,10.3.7,..
2013,Alberta,"Electricity producer, private electric utilities",Conventional steam turbine,v53517924,10.3.7,5442000.0
2014,Alberta,"Electricity producer, private electric utilities",Conventional steam turbine,v53517924,10.3.7,5474000.0
2015,Alberta,"Electricity producer, private electric utilities",Conventional steam turbine,v53517924,10.3.7,5107000.0
2006,Alberta,"Electricity producer, private electric utilities",Combustion turbine,v53517925,10.3.9,2259935.0
2007,Alberta,"Electricity producer, private electric utilities",Combustion turbine,v53517925,10.3.9,1367400.0
2008,Alberta,"Electricity producer, private electric utilities",Combustion turbine,v53517925,10.3.9,1242400.0
2009,Alberta,"Electricity producer, private electric utilities",Combustion turbine,v53517925,10.3.9,1884300.0
2010,Alberta,"Electricity producer, private electric utilities",Combustion turbine,v53517925,10.3.9,2003400.0
2011,Alberta,"Electricity producer, private electric utilities",Combustion turbine,v53517925,10.3.9,1945400.0
2012,Alberta,"Electricity producer, private electric utilities",Combustion turbine,v53517925,10.3.9,..
2013,Alberta,"Electricity producer, private electric utilities",Combustion turbine,v53517925,10.3.9,1302900.0
2014,Alberta,"Electricity producer, private electric utilities",Combustion turbine,v53517925,10.3.9,1472900.0
2015,Alberta,"Electricity producer, private electric utilities",Combustion turbine,v53517925,10.3.9,1383400.0
2006,Alberta,"Electricity producer, private electric utilities",Internal combustion turbine,v53517920,10.3.10,83336.0
2007,Alberta,"Electricity producer, private electric utilities",Internal combustion turbine,v53517920,10.3.10,83336.0
2008,Alberta,"Electricity producer, private electric utilities",Internal combustion turbine,v53517920,10.3.10,83161.0
2009,Alberta,"Electricity producer, private electric utilities",Internal combustion turbine,v53517920,10.3.10,96643.0
2010,Alberta,"Electricity producer, private electric utilities",Internal combustion turbine,v53517920,10.3.10,90863.0
2011,Alberta,"Electricity producer, private electric utilities",Internal combustion turbine,v53517920,10.3.10,90863.0
2012,Alberta,"Electricity producer, private electric utilities",Internal combustion turbine,v53517920,10.3.10,..
2013,Alberta,"Electricity producer, private electric utilities",Internal combustion turbine,v53517920,10.3.10,190063.0
2014,Alberta,"Electricity producer, private electric utilities",Internal combustion turbine,v53517920,10.3.10,188808.0
2015,Alberta,"Electricity producer, private electric utilities",Internal combustion turbine,v53517920,10.3.10,194754.0
2006,Alberta,"Electricity producer, industries",Total installed capacity,v53517926,10.4.1,1621360.0
2007,Alberta,"Electricity producer, industries",Total installed capacity,v53517926,10.4.1,1888795.0
2008,Alberta,"Electricity producer, industries",Total installed capacity,v53517926,10.4.1,1901400.0
2009,Alberta,"Electricity producer, industries",Total installed capacity,v53517926,10.4.1,1895005.0
2010,Alberta,"Electricity producer, industries",Total installed capacity,v53517926,10.4.1,1986815.0
2011,Alberta,"Electricity producer, industries",Total installed capacity,v53517926,10.4.1,1983738.0
2012,Alberta,"Electricity producer, industries",Total installed capacity,v53517926,10.4.1,..
2013,Alberta,"Electricity producer, industries",Total installed capacity,v53517926,10.4.1,1847967.0
2014,Alberta,"Electricity producer, industries",Total installed capacity,v53517926,10.4.1,1905067.0
2015,Alberta,"Electricity producer, industries",Total installed capacity,v53517926,10.4.1,1907748.0
2007,Alberta,"Electricity producer, industries",Wind power turbine,v53517928,10.4.3,54000.0
2008,Alberta,"Electricity producer, industries",Wind power turbine,v53517928,10.4.3,63000.0
2009,Alberta,"Electricity producer, industries",Wind power turbine,v53517928,10.4.3,63000.0
2010,Alberta,"Electricity producer, industries",Wind power turbine,v53517928,10.4.3,63000.0
2011,Alberta,"Electricity producer, industries",Wind power turbine,v53517928,10.4.3,63000.0
2012,Alberta,"Electricity producer, industries",Wind power turbine,v53517928,10.4.3,..
2013,Alberta,"Electricity producer, industries",Wind power turbine,v53517928,10.4.3,..
2014,Alberta,"Electricity producer, industries",Wind power turbine,v53517928,10.4.3,..
2015,Alberta,"Electricity producer, industries",Wind power turbine,v53517928,10.4.3,..
2006,Alberta,"Electricity producer, industries",Total thermal,v53517929,10.4.6,1621360.0
2007,Alberta,"Electricity producer, industries",Total thermal,v53517929,10.4.6,1834795.0
2008,Alberta,"Electricity producer, industries",Total thermal,v53517929,10.4.6,1838400.0
2009,Alberta,"Electricity producer, industries",Total thermal,v53517929,10.4.6,1832005.0
2010,Alberta,"Electricity producer, industries",Total thermal,v53517929,10.4.6,1923815.0
2011,Alberta,"Electricity producer, industries",Total thermal,v53517929,10.4.6,1920738.0
2012,Alberta,"Electricity producer, industries",Total thermal,v53517929,10.4.6,..
2013,Alberta,"Electricity producer, industries",Total thermal,v53517929,10.4.6,1847967.0
2014,Alberta,"Electricity producer, industries",Total thermal,v53517929,10.4.6,1905067.0
2015,Alberta,"Electricity producer, industries",Total thermal,v53517929,10.4.6,1907748.0
2006,Alberta,"Electricity producer, industries",Conventional steam turbine,v53517930,10.4.7,624565.0
2007,Alberta,"Electricity producer, industries",Conventional steam turbine,v53517930,10.4.7,612465.0
2008,Alberta,"Electricity producer, industries",Conventional steam turbine,v53517930,10.4.7,612465.0
2009,Alberta,"Electricity producer, industries",Conventional steam turbine,v53517930,10.4.7,608340.0
2010,Alberta,"Electricity producer, industries",Conventional steam turbine,v53517930,10.4.7,607260.0
2011,Alberta,"Electricity producer, industries",Conventional steam turbine,v53517930,10.4.7,604300.0
2012,Alberta,"Electricity producer, industries",Conventional steam turbine,v53517930,10.4.7,..
2013,Alberta,"Electricity producer, industries",Conventional steam turbine,v53517930,10.4.7,597300.0
2014,Alberta,"Electricity producer, industries",Conventional steam turbine,v53517930,10.4.7,654400.0
2015,Alberta,"Electricity producer, industries",Conventional steam turbine,v53517930,10.4.7,654400.0
2006,Alberta,"Electricity producer, industries",Combustion turbine,v53517931,10.4.9,982000.0
2007,Alberta,"Electricity producer, industries",Combustion turbine,v53517931,10.4.9,1037180.0
2008,Alberta,"Electricity producer, industries",Combustion turbine,v53517931,10.4.9,1039180.0
2009,Alberta,"Electricity producer, industries",Combustion turbine,v53517931,10.4.9,1039180.0
2010,Alberta,"Electricity producer, industries",Combustion turbine,v53517931,10.4.9,1131180.0
2011,Alberta,"Electricity producer, industries",Combustion turbine,v53517931,10.4.9,1125320.0
2012,Alberta,"Electricity producer, industries",Combustion turbine,v53517931,10.4.9,..
2013,Alberta,"Electricity producer, industries",Combustion turbine,v53517931,10.4.9,1056305.0
2014,Alberta,"Electricity producer, industries",Combustion turbine,v53517931,10.4.9,1056305.0
2015,Alberta,"Electricity producer, industries",Combustion turbine,v53517931,10.4.9,1055550.0
2006,Alberta,"Electricity producer, industries",Internal combustion turbine,v53517927,10.4.10,14795.0
2007,Alberta,"Electricity producer, industries",Internal combustion turbine,v53517927,10.4.10,185150.0
2008,Alberta,"Electricity producer, industries",Internal combustion turbine,v53517927,10.4.10,186755.0
2009,Alberta,"Electricity producer, industries",Internal combustion turbine,v53517927,10.4.10,184485.0
2010,Alberta,"Electricity producer, industries",Internal combustion turbine,v53517927,10.4.10,185375.0
2011,Alberta,"Electricity producer, industries",Internal combustion turbine,v53517927,10.4.10,191118.0
2012,Alberta,"Electricity producer, industries",Internal combustion turbine,v53517927,10.4.10,..
2013,Alberta,"Electricity producer, industries",Internal combustion turbine,v53517927,10.4.10,194362.0
2014,Alberta,"Electricity producer, industries",Internal combustion turbine,v53517927,10.4.10,194362.0
2015,Alberta,"Electricity producer, industries",Internal combustion turbine,v53517927,10.4.10,197798.0
2006,British Columbia,Total all classes of electricity producer,Total installed capacity,v53517932,11.1.1,14867401.0
2007,British Columbia,Total all classes of electricity producer,Total installed capacity,v53517932,11.1.1,14883409.0
2008,British Columbia,Total all classes of electricity producer,Total installed capacity,v53517932,11.1.1,14915462.0
2009,British Columbia,Total all classes of electricity producer,Total installed capacity,v53517932,11.1.1,15237953.0
2010,British Columbia,Total all classes of electricity producer,Total installed capacity,v53517932,11.1.1,15588826.0
2011,British Columbia,Total all classes of electricity producer,Total installed capacity,v53517932,11.1.1,15122997.0
2012,British Columbia,Total all classes of electricity producer,Total installed capacity,v53517932,11.1.1,..
2013,British Columbia,Total all classes of electricity producer,Total installed capacity,v53517932,11.1.1,16136011.0
2014,British Columbia,Total all classes of electricity producer,Total installed capacity,v53517932,11.1.1,16184519.0
2015,British Columbia,Total all classes of electricity producer,Total installed capacity,v53517932,11.1.1,16617794.0
2006,British Columbia,Total all classes of electricity producer,Hydraulic turbine,v53517934,11.1.2,12613697.0
2007,British Columbia,Total all classes of electricity producer,Hydraulic turbine,v53517934,11.1.2,12660898.0
2008,British Columbia,Total all classes of electricity producer,Hydraulic turbine,v53517934,11.1.2,12733048.0
2009,British Columbia,Total all classes of electricity producer,Hydraulic turbine,v53517934,11.1.2,12858248.0
2010,British Columbia,Total all classes of electricity producer,Hydraulic turbine,v53517934,11.1.2,13201771.0
2011,British Columbia,Total all classes of electricity producer,Hydraulic turbine,v53517934,11.1.2,13672762.0
2012,British Columbia,Total all classes of electricity producer,Hydraulic turbine,v53517934,11.1.2,..
2013,British Columbia,Total all classes of electricity producer,Hydraulic turbine,v53517934,11.1.2,14182206.0
2014,British Columbia,Total all classes of electricity producer,Hydraulic turbine,v53517934,11.1.2,14223106.0
2015,British Columbia,Total all classes of electricity producer,Hydraulic turbine,v53517934,11.1.2,14638696.0
2007,British Columbia,Total all classes of electricity producer,Wind power turbine,v53517935,11.1.3,0.0
2008,British Columbia,Total all classes of electricity producer,Wind power turbine,v53517935,11.1.3,..
2009,British Columbia,Total all classes of electricity producer,Wind power turbine,v53517935,11.1.3,104400.0
2010,British Columbia,Total all classes of electricity producer,Wind power turbine,v53517935,11.1.3,105900.0
2011,British Columbia,Total all classes of electricity producer,Wind power turbine,v53517935,11.1.3,154900.0
2012,British Columbia,Total all classes of electricity producer,Wind power turbine,v53517935,11.1.3,..
2013,British Columbia,Total all classes of electricity producer,Wind power turbine,v53517935,11.1.3,389700.0
2014,British Columbia,Total all classes of electricity producer,Wind power turbine,v53517935,11.1.3,389700.0
2015,British Columbia,Total all classes of electricity producer,Wind power turbine,v53517935,11.1.3,389700.0
2006,British Columbia,Total all classes of electricity producer,Total thermal,v53517936,11.1.6,2253704.0
2007,British Columbia,Total all classes of electricity producer,Total thermal,v53517936,11.1.6,2222511.0
2008,British Columbia,Total all classes of electricity producer,Total thermal,v53517936,11.1.6,2182414.0
2009,British Columbia,Total all classes of electricity producer,Total thermal,v53517936,11.1.6,2275305.0
2010,British Columbia,Total all classes of electricity producer,Total thermal,v53517936,11.1.6,2281155.0
2011,British Columbia,Total all classes of electricity producer,Total thermal,v53517936,11.1.6,1295335.0
2012,British Columbia,Total all classes of electricity producer,Total thermal,v53517936,11.1.6,..
2013,British Columbia,Total all classes of electricity producer,Total thermal,v53517936,11.1.6,1564105.0
2014,British Columbia,Total all classes of electricity producer,Total thermal,v53517936,11.1.6,1571713.0
2015,British Columbia,Total all classes of electricity producer,Total thermal,v53517936,11.1.6,1589398.0
2006,British Columbia,Total all classes of electricity producer,Conventional steam turbine,v53517937,11.1.7,1782650.0
2007,British Columbia,Total all classes of electricity producer,Conventional steam turbine,v53517937,11.1.7,818750.0
2008,British Columbia,Total all classes of electricity producer,Conventional steam turbine,v53517937,11.1.7,780250.0
2009,British Columbia,Total all classes of electricity producer,Conventional steam turbine,v53517937,11.1.7,891250.0
2010,British Columbia,Total all classes of electricity producer,Conventional steam turbine,v53517937,11.1.7,897250.0
2011,British Columbia,Total all classes of electricity producer,Conventional steam turbine,v53517937,11.1.7,915460.0
2012,British Columbia,Total all classes of electricity producer,Conventional steam turbine,v53517937,11.1.7,..
2013,British Columbia,Total all classes of electricity producer,Conventional steam turbine,v53517937,11.1.7,1081310.0
2014,British Columbia,Total all classes of electricity producer,Conventional steam turbine,v53517937,11.1.7,1068850.0
2015,British Columbia,Total all classes of electricity producer,Conventional steam turbine,v53517937,11.1.7,1077250.0
2006,British Columbia,Total all classes of electricity producer,Combustion turbine,v53517938,11.1.9,386000.0
2007,British Columbia,Total all classes of electricity producer,Combustion turbine,v53517938,11.1.9,1343380.0
2008,British Columbia,Total all classes of electricity producer,Combustion turbine,v53517938,11.1.9,1343380.0
2009,British Columbia,Total all classes of electricity producer,Combustion turbine,v53517938,11.1.9,1343380.0
2010,British Columbia,Total all classes of electricity producer,Combustion turbine,v53517938,11.1.9,1343380.0
2011,British Columbia,Total all classes of electricity producer,Combustion turbine,v53517938,11.1.9,347380.0
2012,British Columbia,Total all classes of electricity producer,Combustion turbine,v53517938,11.1.9,..
2013,British Columbia,Total all classes of electricity producer,Combustion turbine,v53517938,11.1.9,439000.0
2014,British Columbia,Total all classes of electricity producer,Combustion turbine,v53517938,11.1.9,437000.0
2015,British Columbia,Total all classes of electricity producer,Combustion turbine,v53517938,11.1.9,437000.0
2006,British Columbia,Total all classes of electricity producer,Internal combustion turbine,v53517933,11.1.10,85054.0
2007,British Columbia,Total all classes of electricity producer,Internal combustion turbine,v53517933,11.1.10,60381.0
2008,British Columbia,Total all classes of electricity producer,Internal combustion turbine,v53517933,11.1.10,58784.0
2009,British Columbia,Total all classes of electricity producer,Internal combustion turbine,v53517933,11.1.10,40675.0
2010,British Columbia,Total all classes of electricity producer,Internal combustion turbine,v53517933,11.1.10,40525.0
2011,British Columbia,Total all classes of electricity producer,Internal combustion turbine,v53517933,11.1.10,32495.0
2012,British Columbia,Total all classes of electricity producer,Internal combustion turbine,v53517933,11.1.10,..
2013,British Columbia,Total all classes of electricity producer,Internal combustion turbine,v53517933,11.1.10,43795.0
2014,British Columbia,Total all classes of electricity producer,Internal combustion turbine,v53517933,11.1.10,65863.0
2015,British Columbia,Total all classes of electricity producer,Internal combustion turbine,v53517933,11.1.10,75148.0
2006,British Columbia,"Electricity producer, public electric utilities",Total installed capacity,v53517939,11.2.1,11288203.0
2007,British Columbia,"Electricity producer, public electric utilities",Total installed capacity,v53517939,11.2.1,11290751.0
2008,British Columbia,"Electricity producer, public electric utilities",Total installed capacity,v53517939,11.2.1,11378354.0
2009,British Columbia,"Electricity producer, public electric utilities",Total installed capacity,v53517939,11.2.1,11474225.0
2010,British Columbia,"Electricity producer, public electric utilities",Total installed capacity,v53517939,11.2.1,11841577.0
2011,British Columbia,"Electricity producer, public electric utilities",Total installed capacity,v53517939,11.2.1,11836647.0
2012,British Columbia,"Electricity producer, public electric utilities",Total installed capacity,v53517939,11.2.1,..
2013,British Columbia,"Electricity producer, public electric utilities",Total installed capacity,v53517939,11.2.1,11866747.0
2014,British Columbia,"Electricity producer, public electric utilities",Total installed capacity,v53517939,11.2.1,11874529.0
2015,British Columbia,"Electricity producer, public electric utilities",Total installed capacity,v53517939,11.2.1,12333314.0
